id,agent_id,agent_guid,task_guid,model_name,tokens_in,tokens_out,total_tokens,start_time,end_time,status,meta_data,create_date
14,1001,bc1baaf5-caee-4b07-bda8-95c130cec43a,aeb4d6d9-e848-4e05-a1bb-70f07fa8dc14,models/gemini-2.0-flash-lite,12936,1877,14781,441.874,453.986,1,"{""aws_key"": ""USA/FDA/CONTENT/FDA-2015-D-1211/FDA-2015-D-1211-0147/FDA-2015-D-1211-0147-guidance.pdf"", ""country"": ""USA"", ""doc_type"": ""Other"", ""agency_id"": ""FDA"", ""docket_id"": ""FDA-2015-D-1211"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2015-D-1211-0147"", ""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}",2025-05-06 07:29:18
15,1000,cb2b0121-d0cd-4948-a754-fd9c7b179fd0,d54c8704-fdc0-438b-889c-3138424f1f9a,models/gemini-2.0-flash-lite,3550,150,3690,4.1423,5.56848,1,"{""aws_key"": ""USA/FDA/CONTENT/FDA-2021-N-0862/FDA-2021-N-0862-0235.pdf"", ""country"": ""USA"", ""doc_type"": ""Rule"", ""agency_id"": ""FDA"", ""docket_id"": ""FDA-2021-N-0862"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2021-N-0862-0235"", ""__num_paragraphs__"": 3, ""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}",2025-05-06 07:34:38
16,1000,cb2b0121-d0cd-4948-a754-fd9c7b179fd0,d54c8704-fdc0-438b-889c-3138424f1f9a,models/gemini-2.0-flash-lite,3550,235,3775,4.01511,6.11648,1,"{""aws_key"": ""USA/FDA/CONTENT/FDA-2021-N-0862/FDA-2021-N-0862-0235.pdf"", ""country"": ""USA"", ""doc_type"": ""Rule"", ""agency_id"": ""FDA"", ""docket_id"": ""FDA-2021-N-0862"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2021-N-0862-0235"", ""__num_paragraphs__"": 3, ""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}",2025-05-06 07:39:44
17,1000,cb2b0121-d0cd-4948-a754-fd9c7b179fd0,a6c6a754-6e2b-4780-a533-9521dbf0d41a,models/gemini-2.0-flash-lite,17331,281,17526,402813,402816,1,"{""aws_key"": ""USA/FDA/CONTENT/FDA-2015-D-1211/FDA-2015-D-1211-0099/FDA-2015-D-1211-0099-guidance.pdf"", ""country"": ""USA"", ""doc_type"": ""Other"", ""agency_id"": ""FDA"", ""docket_id"": ""FDA-2015-D-1211"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2015-D-1211-0099"", ""__num_paragraphs__"": 3, ""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}",2025-05-07 06:42:41
18,1005,1168a2d8-c590-45dc-b9c4-fa49084a3f13,a6c6a754-6e2b-4780-a533-9521dbf0d41a,models/gemini-2.0-flash-lite,17308,115,17337,402935,402937,1,"{""aws_key"": ""USA/FDA/CONTENT/FDA-2015-D-1211/FDA-2015-D-1211-0099/FDA-2015-D-1211-0099-guidance.pdf"", ""country"": ""USA"", ""doc_type"": ""Other"", ""agency_id"": ""FDA"", ""docket_id"": ""FDA-2015-D-1211"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2015-D-1211-0099"", ""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}",2025-05-07 06:44:42
19,1002,ce5c8e03-44f2-46ac-a3be-92da57b243f9,a6c6a754-6e2b-4780-a533-9521dbf0d41a,models/gemini-2.0-flash-lite,17353,8002,25281,402987,403031,1,"{""aws_key"": ""USA/FDA/CONTENT/FDA-2015-D-1211/FDA-2015-D-1211-0099/FDA-2015-D-1211-0099-guidance.pdf"", ""country"": ""USA"", ""doc_type"": ""Other"", ""agency_id"": ""FDA"", ""docket_id"": ""FDA-2015-D-1211"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2015-D-1211-0099""}",2025-05-07 06:46:16
20,1001,bc1baaf5-caee-4b07-bda8-95c130cec43a,a6c6a754-6e2b-4780-a533-9521dbf0d41a,models/gemini-2.0-flash-lite,17341,2943,20223,403888,403907,1,"{""aws_key"": ""USA/FDA/CONTENT/FDA-2015-D-1211/FDA-2015-D-1211-0099/FDA-2015-D-1211-0099-guidance.pdf"", ""country"": ""USA"", ""doc_type"": ""Other"", ""agency_id"": ""FDA"", ""docket_id"": ""FDA-2015-D-1211"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2015-D-1211-0099"", ""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}",2025-05-07 07:00:51
21,1009,5ea8a044-6645-4228-8a75-90a8ec1a0f3a,b138a930-b532-45ed-8bdb-744381a9fedc,models/gemini-2.0-flash-lite,23724,808,24467,575132,575137,1,"{""aws_key"": ""USA/FDA/CONTENT/FDA-2024-D-3863/FDA-2024-D-3863-0145/FDA-2024-D-3863-0145-guidance.pdf"", ""aws_bucket"": ""lexim-ai-dev""}",2025-05-09 06:34:58
22,1006,c479016a-c36b-41a4-affa-5966ee21fc12,0a1f14e9-cca7-4ce7-8060-270609182485,models/gemini-2.0-flash-lite,17306,17223,25344,575331,575377,1,"{""aws_key"": ""USA/FDA/CONTENT/FDA-2015-D-1211/FDA-2015-D-1211-0099/FDA-2015-D-1211-0099-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Guidance"", ""agency_id"": ""FDA"", ""doc_title"": ""Revised Recommendations for Reducing the Risk of Human Immunodeficiency Virus Transmission by Blood and Blood Products Guidance for Industry"", ""docket_id"": ""FDA-2015-D-1211"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2015-D-1211-0099"", ""__to_language__"": ""Spanish""}",2025-05-09 06:38:53
23,1009,5ea8a044-6645-4228-8a75-90a8ec1a0f3a,943f21f5-734e-4763-9bc6-bd31613ba308,models/gemini-2.0-flash-lite,23724,961,24620,576043,576050,1,"{""aws_key"": ""USA/FDA/CONTENT/FDA-2024-D-3863/FDA-2024-D-3863-0145/FDA-2024-D-3863-0145-guidance.pdf"", ""aws_bucket"": ""lexim-ai-dev""}",2025-05-09 06:50:18
24,1000,cb2b0121-d0cd-4948-a754-fd9c7b179fd0,13596cd9-8700-4a8f-b949-13bf94dab4de,models/gemini-2.0-flash-lite,17331,212,17457,578631,578633,1,"{""aws_key"": ""USA/FDA/CONTENT/FDA-2015-D-1211/FDA-2015-D-1211-0099/FDA-2015-D-1211-0099-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Guidance"", ""agency_id"": ""FDA"", ""doc_title"": ""Revised Recommendations for Reducing the Risk of Human Immunodeficiency Virus Transmission by Blood and Blood Products Guidance for Industry"", ""docket_id"": ""FDA-2015-D-1211"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2015-D-1211-0099"", ""__num_paragraphs__"": 3, ""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}",2025-05-09 07:33:01
25,1001,bc1baaf5-caee-4b07-bda8-95c130cec43a,9a8cd691-3fae-4593-a29c-e1d186afe0cb,models/gemini-2.0-flash-lite,17341,3101,20381,578635,578655,1,"{""aws_key"": ""USA/FDA/CONTENT/FDA-2015-D-1211/FDA-2015-D-1211-0099/FDA-2015-D-1211-0099-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Guidance"", ""agency_id"": ""FDA"", ""doc_title"": ""Revised Recommendations for Reducing the Risk of Human Immunodeficiency Virus Transmission by Blood and Blood Products Guidance for Industry"", ""docket_id"": ""FDA-2015-D-1211"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2015-D-1211-0099"", ""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}",2025-05-09 07:33:22
26,1005,1168a2d8-c590-45dc-b9c4-fa49084a3f13,f6f79e54-64cd-4c05-82e0-3b8b1689233c,models/gemini-2.0-flash-lite,17308,125,17347,578656,578658,1,"{""aws_key"": ""USA/FDA/CONTENT/FDA-2015-D-1211/FDA-2015-D-1211-0099/FDA-2015-D-1211-0099-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Guidance"", ""agency_id"": ""FDA"", ""doc_title"": ""Revised Recommendations for Reducing the Risk of Human Immunodeficiency Virus Transmission by Blood and Blood Products Guidance for Industry"", ""docket_id"": ""FDA-2015-D-1211"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2015-D-1211-0099"", ""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}",2025-05-09 07:33:26
27,1002,ce5c8e03-44f2-46ac-a3be-92da57b243f9,3663ff9e-baca-4626-b4e0-6ecfc8c13cb8,models/gemini-2.0-flash-lite,17353,2442,19721,578660,578673,1,"{""aws_key"": ""USA/FDA/CONTENT/FDA-2015-D-1211/FDA-2015-D-1211-0099/FDA-2015-D-1211-0099-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Guidance"", ""agency_id"": ""FDA"", ""doc_title"": ""Revised Recommendations for Reducing the Risk of Human Immunodeficiency Virus Transmission by Blood and Blood Products Guidance for Industry"", ""docket_id"": ""FDA-2015-D-1211"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2015-D-1211-0099""}",2025-05-09 07:33:41
28,1006,c479016a-c36b-41a4-affa-5966ee21fc12,7aaede19-a5dc-4c83-bcc5-d5d843edf3e2,models/gemini-2.0-flash-lite,17306,17223,25320,578687,578735,1,"{""aws_key"": ""USA/FDA/CONTENT/FDA-2015-D-1211/FDA-2015-D-1211-0099/FDA-2015-D-1211-0099-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Guidance"", ""agency_id"": ""FDA"", ""doc_title"": ""Revised Recommendations for Reducing the Risk of Human Immunodeficiency Virus Transmission by Blood and Blood Products Guidance for Industry"", ""docket_id"": ""FDA-2015-D-1211"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2015-D-1211-0099"", ""__to_language__"": ""Spanish""}",2025-05-09 07:34:43
29,1009,5ea8a044-6645-4228-8a75-90a8ec1a0f3a,c574f837-ccfd-4809-a2c1-8b8677cbc6ba,models/gemini-2.0-flash-lite,23724,983,24642,578841,578848,1,"{""aws_key"": ""USA/FDA/CONTENT/FDA-2024-D-3863/FDA-2024-D-3863-0145/FDA-2024-D-3863-0145-guidance.pdf"", ""aws_bucket"": ""lexim-ai-dev""}",2025-05-09 07:36:41
30,1009,5ea8a044-6645-4228-8a75-90a8ec1a0f3a,c574f837-ccfd-4809-a2c1-8b8677cbc6ba,models/gemini-2.0-flash-lite,23724,1132,24791,579038,579045,1,"{""aws_key"": ""USA/FDA/CONTENT/FDA-2024-D-3863/FDA-2024-D-3863-0145/FDA-2024-D-3863-0145-guidance.pdf"", ""aws_bucket"": ""lexim-ai-dev""}",2025-05-09 07:39:53
31,1009,5ea8a044-6645-4228-8a75-90a8ec1a0f3a,c574f837-ccfd-4809-a2c1-8b8677cbc6ba,models/gemini-2.0-flash-lite,23724,1044,24703,580888,580895,1,"{""aws_key"": ""USA/FDA/CONTENT/FDA-2024-D-3863/FDA-2024-D-3863-0145/FDA-2024-D-3863-0145-guidance.pdf"", ""aws_bucket"": ""lexim-ai-dev""}",2025-05-09 08:10:43
32,1006,c479016a-c36b-41a4-affa-5966ee21fc12,7aaede19-a5dc-4c83-bcc5-d5d843edf3e2,models/gemini-2.0-flash-lite,17306,17223,25314,581538,581584,1,"{""aws_key"": ""USA/FDA/CONTENT/FDA-2015-D-1211/FDA-2015-D-1211-0099/FDA-2015-D-1211-0099-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Guidance"", ""agency_id"": ""FDA"", ""doc_title"": ""Revised Recommendations for Reducing the Risk of Human Immunodeficiency Virus Transmission by Blood and Blood Products Guidance for Industry"", ""docket_id"": ""FDA-2015-D-1211"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2015-D-1211-0099"", ""__to_language__"": ""Spanish""}",2025-05-09 08:22:11
33,1005,1168a2d8-c590-45dc-b9c4-fa49084a3f13,f6f79e54-64cd-4c05-82e0-3b8b1689233c,models/gemini-2.0-flash-lite,17308,95,17317,581585,581587,1,"{""aws_key"": ""USA/FDA/CONTENT/FDA-2015-D-1211/FDA-2015-D-1211-0099/FDA-2015-D-1211-0099-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Guidance"", ""agency_id"": ""FDA"", ""doc_title"": ""Revised Recommendations for Reducing the Risk of Human Immunodeficiency Virus Transmission by Blood and Blood Products Guidance for Industry"", ""docket_id"": ""FDA-2015-D-1211"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2015-D-1211-0099"", ""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}",2025-05-09 08:22:15
34,1005,1168a2d8-c590-45dc-b9c4-fa49084a3f13,56bc0fc8-b539-4df3-9f24-2326ecb10965,models/gemini-2.0-flash-lite,17308,107,17329,581783,581785,1,"{""aws_key"": ""USA/FDA/CONTENT/FDA-2015-D-1211/FDA-2015-D-1211-0099/FDA-2015-D-1211-0099-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Guidance"", ""agency_id"": ""FDA"", ""doc_title"": ""Revised Recommendations for Reducing the Risk of Human Immunodeficiency Virus Transmission by Blood and Blood Products Guidance for Industry"", ""docket_id"": ""FDA-2015-D-1211"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2015-D-1211-0099"", ""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}",2025-05-09 08:25:33
35,1002,ce5c8e03-44f2-46ac-a3be-92da57b243f9,ec2ff402-8e27-4add-acb6-af0994c3a095,models/gemini-2.0-flash-lite,0,0,0,581787,0,0,"{""aws_key"": ""USA/FDA/CONTENT/FDA-2015-D-1211/FDA-2015-D-1211-0099/FDA-2015-D-1211-0099-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Guidance"", ""agency_id"": ""FDA"", ""doc_title"": ""Revised Recommendations for Reducing the Risk of Human Immunodeficiency Virus Transmission by Blood and Blood Products Guidance for Industry"", ""docket_id"": ""FDA-2015-D-1211"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2015-D-1211-0099""}",2025-05-09 08:25:35
36,1000,cb2b0121-d0cd-4948-a754-fd9c7b179fd0,c45d6f2c-5ee1-4a17-b36d-ffa70afa3e98,models/gemini-2.0-flash-lite,17331,255,17500,581790,581793,1,"{""aws_key"": ""USA/FDA/CONTENT/FDA-2015-D-1211/FDA-2015-D-1211-0099/FDA-2015-D-1211-0099-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Guidance"", ""agency_id"": ""FDA"", ""doc_title"": ""Revised Recommendations for Reducing the Risk of Human Immunodeficiency Virus Transmission by Blood and Blood Products Guidance for Industry"", ""docket_id"": ""FDA-2015-D-1211"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2015-D-1211-0099"", ""__num_paragraphs__"": 3, ""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}",2025-05-09 08:25:40
37,1006,c479016a-c36b-41a4-affa-5966ee21fc12,7d017652-43a1-49d6-b8df-dbefd4581b58,models/gemini-2.0-flash-lite,17306,17223,25319,581827,581872,1,"{""aws_key"": ""USA/FDA/CONTENT/FDA-2015-D-1211/FDA-2015-D-1211-0099/FDA-2015-D-1211-0099-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Guidance"", ""agency_id"": ""FDA"", ""doc_title"": ""Revised Recommendations for Reducing the Risk of Human Immunodeficiency Virus Transmission by Blood and Blood Products Guidance for Industry"", ""docket_id"": ""FDA-2015-D-1211"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2015-D-1211-0099"", ""__to_language__"": ""Spanish""}",2025-05-09 08:27:00
38,1009,5ea8a044-6645-4228-8a75-90a8ec1a0f3a,3776d0a3-6607-4329-9df3-06625db70e57,models/gemini-2.0-flash-lite,23724,920,24579,582125,582131,1,"{""aws_key"": ""USA/FDA/CONTENT/FDA-2024-D-3863/FDA-2024-D-3863-0145/FDA-2024-D-3863-0145-guidance.pdf"", ""aws_bucket"": ""lexim-ai-dev""}",2025-05-09 08:31:19
39,1005,1168a2d8-c590-45dc-b9c4-fa49084a3f13,2137677b-5fea-4fec-8ff0-b24cf4688f33,models/gemini-2.0-flash-lite,17308,98,17320,582425,582427,1,"{""aws_key"": ""USA/FDA/CONTENT/FDA-2015-D-1211/FDA-2015-D-1211-0099/FDA-2015-D-1211-0099-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Guidance"", ""agency_id"": ""FDA"", ""doc_title"": ""Revised Recommendations for Reducing the Risk of Human Immunodeficiency Virus Transmission by Blood and Blood Products Guidance for Industry"", ""docket_id"": ""FDA-2015-D-1211"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2015-D-1211-0099"", ""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}",2025-05-09 08:36:14
40,1005,1168a2d8-c590-45dc-b9c4-fa49084a3f13,53f3b143-7d5b-41fd-97ad-3624d7bd7920,models/gemini-2.0-flash-lite,17308,136,17358,582428,582430,1,"{""aws_key"": ""USA/FDA/CONTENT/FDA-2015-D-1211/FDA-2015-D-1211-0099/FDA-2015-D-1211-0099-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Guidance"", ""agency_id"": ""FDA"", ""doc_title"": ""Revised Recommendations for Reducing the Risk of Human Immunodeficiency Virus Transmission by Blood and Blood Products Guidance for Industry"", ""docket_id"": ""FDA-2015-D-1211"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2015-D-1211-0099"", ""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}",2025-05-09 08:36:18
41,1001,bc1baaf5-caee-4b07-bda8-95c130cec43a,5e2b8a43-c481-438c-bad7-8ef6804e569e,models/gemini-2.0-flash-lite,17341,723,18003,582432,582438,1,"{""aws_key"": ""USA/FDA/CONTENT/FDA-2015-D-1211/FDA-2015-D-1211-0099/FDA-2015-D-1211-0099-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Guidance"", ""agency_id"": ""FDA"", ""doc_title"": ""Revised Recommendations for Reducing the Risk of Human Immunodeficiency Virus Transmission by Blood and Blood Products Guidance for Industry"", ""docket_id"": ""FDA-2015-D-1211"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2015-D-1211-0099"", ""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}",2025-05-09 08:36:25
42,1002,ce5c8e03-44f2-46ac-a3be-92da57b243f9,82f707a5-9201-4cbb-8aec-afa333bc4a1d,models/gemini-2.0-flash-lite,17353,5290,22569,582646,582675,1,"{""aws_key"": ""USA/FDA/CONTENT/FDA-2015-D-1211/FDA-2015-D-1211-0099/FDA-2015-D-1211-0099-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Guidance"", ""agency_id"": ""FDA"", ""doc_title"": ""Revised Recommendations for Reducing the Risk of Human Immunodeficiency Virus Transmission by Blood and Blood Products Guidance for Industry"", ""docket_id"": ""FDA-2015-D-1211"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2015-D-1211-0099""}",2025-05-09 08:40:23
43,1009,5ea8a044-6645-4228-8a75-90a8ec1a0f3a,40556519-cd97-4f9e-b853-8a2a8ecde8dd,models/gemini-2.0-flash-lite,23724,1303,24962,583080,583089,1,"{""aws_key"": ""USA/FDA/CONTENT/FDA-2024-D-3863/FDA-2024-D-3863-0145/FDA-2024-D-3863-0145-guidance.pdf"", ""aws_bucket"": ""lexim-ai-dev""}",2025-05-09 08:47:17
44,1001,bc1baaf5-caee-4b07-bda8-95c130cec43a,cbf9dad6-aa31-45ec-92cb-a8f4c49ee7cf,models/gemini-2.0-flash-lite,17341,2944,20224,583195,583213,1,"{""aws_key"": ""USA/FDA/CONTENT/FDA-2015-D-1211/FDA-2015-D-1211-0099/FDA-2015-D-1211-0099-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Guidance"", ""agency_id"": ""FDA"", ""doc_title"": ""Revised Recommendations for Reducing the Risk of Human Immunodeficiency Virus Transmission by Blood and Blood Products Guidance for Industry"", ""docket_id"": ""FDA-2015-D-1211"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2015-D-1211-0099"", ""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}",2025-05-09 08:49:21
45,1000,cb2b0121-d0cd-4948-a754-fd9c7b179fd0,caac39b7-db02-4d8a-b71e-ea63a86d92db,models/gemini-2.0-flash-lite,17331,293,17538,583257,583260,1,"{""aws_key"": ""USA/FDA/CONTENT/FDA-2015-D-1211/FDA-2015-D-1211-0099/FDA-2015-D-1211-0099-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Guidance"", ""agency_id"": ""FDA"", ""doc_title"": ""Revised Recommendations for Reducing the Risk of Human Immunodeficiency Virus Transmission by Blood and Blood Products Guidance for Industry"", ""docket_id"": ""FDA-2015-D-1211"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2015-D-1211-0099"", ""__num_paragraphs__"": 3, ""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}",2025-05-09 08:50:08
